index,subject ,Q,A
217,CPI,CPI采价操作中，汽车的规格品如何替换?,一款汽车通常在销售一年左右就会有新款上市，同时旧款会有较大促销，在旧款车销清库存、新款车供应稳定、销量加大且新旧车型为换代车型的情况下，应直接替换规格品，采集新款车型价格，并且不作质量调整，直接记录新款车型价格。选取新款车型时，应注意选取同品牌、同车型、同档次的配置，如旧车型为基本款，则新车型应选取同品牌新基本款；旧车型为豪华款，新车型则应直接选取同品牌的新豪华款。
218,CPI,CPI采价操作中，资源类产品价格如何采集?,资源类产品主要包括汽油、柴油、水、电、燃气等，这些商品的价格都是由价格主管部门统一制定的。可从官网采集价格，也可去部门实地采集，但需注意要将调价通知存档备查。对于汽柴油价格，因为调价频率较高，应按照天数加权方法计算月均价格后录入上报。对于水、电、燃气等实行阶梯价的资源类公共产品，可按照各阶梯价格设置规格品。
219,CPI,CPI采价操作中，手机和电脑类何时替换规格品?,手机、电脑类产品更新换代较快，当新款上市后，原规格品因为技术落后或销量下降等原因出现价格大幅下调，不能真实反映该类商品价格的整体走势时，需及时更换规格品。此外，当同品牌同系列新品未上市，但原规格品价格降幅超过原始成交价格的7折，或原规格品出现长时间断货等情况时，也应及时更换规格品。
220,CPI,CPI采价操作中，手机和电脑替换规格品的主要原则是什么?,(1)品牌档次保持一致。因为不同品牌间品牌价值存在差异，即使商品主要配置相同，价格也可能不同。例如电脑品牌价值大体可分为四档：第一档苹果、Thinkpad等；第二档戴尔、惠普等；第三档宏碁、华硕等；第四档神舟等，不同档次的品牌相同配置的产品价格可能相差几百上千元。因此，规格品替换时，如本品牌无类似配置，应选择同档次品牌进行替换或估算。替换时原则上要求功能用途相同，品牌相同或相当，材质相同或相近，所用核心技术相同或近似，价格档次相同，市场占有量相当。(2)商品的重要参数同档次可比。按照可比替换法的原则，手机和电脑的代表规格品替换，优先选择原款派生款，或在升级款中选择定位基本相似的规格品进行直接替换。例如原定华为 P30手机基本款为当地代表规格品，当华为 P40手机上市时，应在新款手机上市一个月左右后，在当地可以正常购买到的情况下，及时将代表规格品直接替换为华为 P40的基本款。
221,CPI,CPI采价操作中，私房房租规格品选取的数量要求是什么?,《流通和消费价格统计报表制度》规定，私房房租的代表规格品数量最少为3，是指应选取至少3类规格品，而不是3套。根据实际消费情况，建议选取一居室、二居室和三居室3类规格品。从具体房屋数量来看，原则上，北京、上海、广州和深圳四个一线城市至少应调查100套房屋；除一线城市以外的其余36个重点城市①至少应调查50套房屋，具备条件的地级市参照执行；其他市(县)规格品数量由各调查总队根据实际情况确定。
222,CPI,CPI采价操作中，私房房租规格品选取的具体方法是什么?,选取规格品时，应充分考虑当地各行政区经济发展、人口密度及实际消费情况，确保选取的规格品样本地域分布合理、各种类型兼顾。具体抽选时，应在各行政区抽选租房较多的板块(商圈)，并按照当地租房结构确定主要租赁户型作为代表规格品。代表规格品描述应清晰明确，包括地理位置、面积、居室结构、有无电梯等特征信息。
223,CPI,CPI采价操作中，私房房租价格的调查频率和时间是怎样的?,私房房租价格的调查频率为月度，每月调查上月 26 日——本月 25 日成交的规格品价格，其中成交时间是指租赁合同签订的时间。
224,CPI,CPI采价操作中，私房房租价格采集有哪些具体要求?,在采价内容上，应采集最符合代表规格品特征的成交房屋价格。若代表规格品相应特征的户型当月没有实际成交，应由调查对象参考临近区域价格变动情况对其进行估算。在具体方式上，调查对象将上月 26 日—本月25 日成交的所有符合代表规格品特征的房屋相关信息填写在《租赁房房租价格调查表》中，并于每月28 日前报送给当地调查队。如调查对象为小区生活服务点等，无法报送价格调查表，则由调查队工作人员或采价员进行实地调查并填写调查表。市(县)调查队还应每月对调查对象走访核查，了解当月房租价格变动原因、走势影响因素以及租赁需求变化情况等，并做好记录。
225,CPI,CPI采价操作中，私房房租价格是否包含中介费用?,私房房租价格是不包含中介费用的单套单月租赁成交价格。
226,CPI,CPI采价操作中，私房房租价格上报时间有什么要求?,市(县)调查队每月 28 日——30 日通过CPI手持数据采集系统上报采集到的上月 26 日——本月 25 日成交的规格品价格。
227,CPI,CPI采价操作中，如何审核私房房租价格?,审核方法主要包括逻辑关系审核、横向区域比对、纵向历史数据比对、异常值和代表性审核，以及与外部数据的匹配性一致性审核。重点审核同比和定基涨跌幅是否符合长期趋势，同时结合短期波动情况审核环比涨跌幅，并结合每月实地调研核查情况审核评估趋势的合理性。外部数据可参考其他机构或部门发布的租赁价格指数、平均租金变动情况、互联网租赁挂牌价、城乡住户收支调查中的租赁现金支出变动等。组织方式上，市(县)调查队每月组织力量对当地指数进行评估；各调查总队每季度组织力量对相关市(县)指数进行评估；40个重点城市原则上应聘请当地房地产管理部门、中介机构专家等组建专家评估团队，每半年对房租价格指数合理性进行一次评估。评估要求撰写评估记录，包括专家对房租数据的评估情况及建议，并列出专家姓名、联系电话等。评估记录需留存备查。总队定期检查下辖各市(县)开展评估情况，国家统计局城市司不定期对各总队及市(县)调查队开展评估的情况进行抽查。
228,CPI,CPI采价操作中，飞机票、旅行社收费和在外住宿价格应调查哪些内容?,飞机票价格调查的是普通消费者乘坐飞机出行所支付的费用，包括燃油附加费和机场建设费，不包括保险支出。旅行社收费价格调查的是普通消费者参加旅行社组织的团体旅行所支付的不可拆分的打包费用。在外住宿价格调查的是普通消费者出行在外住宿所需支付的价格，包括星级宾馆、快捷连锁酒店、民宿、农家乐、青年旅社等住宿价格。
229,CPI,CPI采价操作中，飞机票、旅行社收费和在外住宿如何选取价格调查点?,飞机票、旅行社收费和在外住宿价格调查点的选取原则与《流通和消费价格统计报表制度》规定一致，即应选取当地销售额大、线路齐全、经营稳定、有代表性的价格调查点。具体可根据当地消费情况选择实体价格调查点和互联网价格调查点。飞机票价格调查点建议选择各大航空公司官网或实体销售网点；旅行社收费价格调查点建议选择国旅、青旅等大型连锁旅行社以及本地有代表性的旅行社实体店或官网；在外住宿建议选择各酒店集团官网及当地有代表性的大型酒店等。后两者也可选择携程、飞猪、去哪儿网等综合性旅游服务公司或网站。对于旅行社收费和在外住宿，原则上不允许只在互联网采集价格。
